system:index,PANELID,first,.geo
000000000000000000de,223,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,224,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,225,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,226,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,227,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,228,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,229,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,230,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,231,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,232,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,233,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,234,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,235,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,236,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,237,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,238,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,239,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,240,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,241,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,242,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,243,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,244,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,245,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,246,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,247,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,248,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,249,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,250,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,251,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,252,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,253,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,254,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,255,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,256,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,257,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,258,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,259,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f8d,3982,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f8e,3983,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f8f,3984,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f90,3985,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f91,3986,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f92,3987,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f93,3988,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f94,3989,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f95,3990,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f96,3991,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a2,1443,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a3,1444,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a4,1445,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a5,1446,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a6,1447,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a7,1448,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a8,1449,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a9,1450,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005aa,1451,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ab,1452,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ac,1453,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ad,1454,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ae,1455,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005af,1456,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b0,1457,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b1,1458,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b2,1459,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b3,1460,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b4,1461,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b5,1462,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b6,1463,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b7,1464,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b8,1465,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b9,1466,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ba,1467,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005bb,1468,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f97,3992,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f98,3993,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f99,3994,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,260,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f9a,3995,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f9b,3996,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f9c,3997,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f9d,3998,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f9e,3999,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f9f,4000,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa0,4001,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa1,4002,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa2,4003,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa3,4004,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa4,4005,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa5,4006,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa6,4007,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa7,4008,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa8,4009,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa9,4010,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000faa,4011,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fab,4012,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fac,4013,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fad,4014,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fae,4015,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000faf,4016,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb0,4017,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb1,4018,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb2,4019,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb3,4020,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb4,4021,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb5,4022,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb6,4023,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb7,4024,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb8,4025,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fb9,4026,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fba,4027,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fbb,4028,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fbc,4029,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fbd,4030,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fbe,4031,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fbf,4032,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc0,4033,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc1,4034,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc2,4035,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc3,4036,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc4,4037,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc5,4038,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc6,4039,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc7,4040,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc8,4041,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc9,4042,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fca,4043,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fcb,4044,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fcc,4045,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fcd,4046,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fce,4047,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fcf,4048,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd0,4049,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd1,4050,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd2,4051,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd3,4052,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd4,4053,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd5,4054,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd6,4055,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd7,4056,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd8,4057,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fd9,4058,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fda,4059,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fdb,4060,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fdc,4061,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fdd,4062,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fde,4063,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fdf,4064,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe0,4065,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe1,4066,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe2,4067,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe3,4068,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe4,4069,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe5,4070,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe6,4071,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe7,4072,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe8,4073,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fe9,4074,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fea,4075,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000feb,4076,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fec,4077,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fed,4078,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fee,4079,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fef,4080,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff0,4081,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff1,4082,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff2,4083,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff3,4084,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff4,4085,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff5,4086,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff6,4087,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff7,4088,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff8,4089,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff9,4090,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ffa,4091,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ffb,4092,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ffc,4093,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ffd,4094,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ffe,4095,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fff,4096,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001000,4097,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001001,4098,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001002,4099,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001003,4100,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001004,4101,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001005,4102,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001006,4103,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001007,4104,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001008,4105,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001009,4106,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000100a,4107,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000100b,4108,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000100c,4109,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000100d,4110,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000100e,4111,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000100f,4112,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001010,4113,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001011,4114,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001012,4115,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001013,4116,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001014,4117,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001015,4118,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001016,4119,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001017,4120,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001018,4121,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001019,4122,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000101a,4123,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000101b,4124,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000101c,4125,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000101d,4126,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000101e,4127,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000101f,4128,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001020,4129,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001021,4130,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005bc,1469,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005bd,1470,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005be,1471,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005bf,1472,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c0,1473,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c1,1474,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c2,1475,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c3,1476,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c4,1477,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c5,1478,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c6,1479,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c7,1480,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c8,1481,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c9,1482,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ca,1483,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005cb,1484,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005cc,1485,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005cd,1486,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ce,1487,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005cf,1488,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d0,1489,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d1,1490,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d2,1491,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d3,1492,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d4,1493,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d5,1494,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d6,1495,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d7,1496,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d8,1497,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d9,1498,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005da,1499,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005db,1500,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005dc,1501,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005dd,1502,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005de,1503,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005df,1504,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005e0,1505,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005e1,1506,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
